listing_id,brand,model,year,city,fuel_type,transmission,owner_number,km_driven,health_score,listing_price,is_promoted,conversion_target,ml_score,promotion_level
LID00507,Hyundai,Verna,2012,Hyderabad,Petrol,Manual,Third,22955,0.204,100000,1,1,0.5521,Standard
LID00508,Mahindra,XUV300,2011,Pune,Hybrid,Automatic,First,38614,0.344,181243,1,1,0.6152,Standard
LID00509,Mercedes,A-Class,2017,Pune,Petrol,Automatic,First,32791,0.713,2640969,0,0,0.6058,Plus
LID00510,Hyundai,Venue,2022,Bengaluru,Diesel,Automatic,Third,99621,0.565,372846,0,0,0.5477,Plus
LID00511,Hyundai,Tucson,2021,Bengaluru,Diesel,Automatic,Third,66712,0.66,462735,0,0,0.6851,Plus
LID00512,Hyundai,Tucson,2020,Bengaluru,Diesel,Manual,First,28765,0.813,621266,1,0,0.7627,Plus
LID00513,Hyundai,Venue,2012,Bengaluru,Electric,Manual,Second,95580,0.261,137600,0,0,0.3165,Standard
LID00514,Honda,Jazz,2012,Delhi,Petrol,Manual,First,25931,0.466,184837,0,0,0.3569,Standard
LID00515,Hyundai,i20,2020,Chennai,Petrol,Manual,First,89503,0.667,355167,0,0,0.6292,Standard
LID00516,Maruti,WagonR,2016,Delhi,Petrol,Manual,First,108616,0.43,217095,0,1,0.6559,Standard
LID00517,Tata,Tigor,2016,Chennai,Diesel,Manual,First,19848,0.64,251436,1,0,0.6376,Standard
LID00518,Ford,Figo,2018,Bengaluru,Petrol,Manual,First,13125,0.726,538208,0,0,0.5162,Plus
LID00519,Kia,Sonet,2017,Pune,Diesel,Automatic,First,38722,0.693,485435,0,0,0.4771,Standard
LID00520,Honda,CR-V,2017,Kolkata,Diesel,Manual,Second,45494,0.521,578538,0,0,0.5918,Standard
LID00521,Honda,WR-V,2020,Bengaluru,Petrol,Manual,First,20969,0.809,852275,0,0,0.6326,Plus
LID00522,Toyota,Glanza,2017,Chennai,Petrol,Manual,First,102364,0.538,299972,1,1,0.8146,Standard
LID00523,Tata,Tiago,2018,Bengaluru,Petrol,Manual,First,33624,0.688,410198,1,0,0.608,Standard
LID00524,Toyota,Urban Cruiser,2014,Mumbai,Petrol,Manual,First,73344,0.53,551002,1,1,0.7697,Standard
LID00525,Maruti,Swift,2018,Mumbai,Petrol,Manual,Second,22089,0.635,136792,0,0,0.6116,Plus
LID00526,Maruti,Ciaz,2019,Delhi,Petrol,Manual,First,21771,0.776,374484,0,0,0.642,Plus
LID00527,Maruti,WagonR,2014,Delhi,Petrol,Manual,First,59200,0.574,164619,0,1,0.5957,Standard
LID00528,Mahindra,Scorpio,2019,Bengaluru,Petrol,Manual,Third,62712,0.539,692074,1,1,0.8223,Plus
LID00529,Honda,CR-V,2018,Bengaluru,Petrol,Manual,Third,69428,0.468,466127,0,0,0.5112,Standard
LID00530,Toyota,Urban Cruiser,2022,Hyderabad,Petrol,Manual,First,26916,0.877,621994,1,1,0.9485,Plus
LID00531,Ford,EcoSport,2019,Delhi,Electric,Automatic,Second,324887,0.364,687331,0,0,0.4524,Standard
LID00532,Honda,City,2017,Ahmedabad,Petrol,Automatic,First,98624,0.524,499429,1,0,0.6129,Standard
LID00533,Maruti,Baleno,2020,Bengaluru,Petrol,Automatic,First,48153,0.716,232768,1,1,0.9113,Standard
LID00534,Volkswagen,Vento,2018,Kolkata,Petrol,Automatic,Third,21587,0.566,676295,0,0,0.5592,Standard
LID00535,Maruti,WagonR,2014,Hyderabad,Diesel,Automatic,First,126150,0.349,146361,1,1,0.664,Standard
LID00536,BMW,3 Series,2017,Pune,Diesel,Manual,First,61563,0.684,1946313,1,1,0.7422,Plus
LID00537,Tata,Harrier,2022,Hyderabad,Diesel,Automatic,First,106311,0.643,664763,0,0,0.5934,Standard
LID00538,Maruti,Swift,2023,Pune,Electric,Automatic,Second,127915,0.664,536903,1,0,0.7741,Plus
LID00539,Hyundai,Verna,2016,Hyderabad,Diesel,Manual,First,66847,0.535,270557,0,0,0.4382,Standard
LID00540,Honda,WR-V,2015,Bengaluru,Electric,Manual,First,85773,0.448,435470,0,1,0.6463,Standard
LID00541,Mahindra,Thar,2017,Kolkata,Petrol,Automatic,First,31481,0.666,359465,0,0,0.5887,Standard
LID00542,Hyundai,Verna,2021,Kolkata,Diesel,Automatic,First,87307,0.694,307143,0,0,0.6706,Plus
LID00543,Hyundai,Verna,2015,Pune,Petrol,Automatic,Second,54918,0.465,222656,1,0,0.5218,Standard
LID00544,Maruti,WagonR,2023,Mumbai,CNG,Automatic,Second,18533,0.827,567783,1,1,0.978,Plus
LID00545,Kia,Seltos,2023,Hyderabad,Petrol,Manual,First,62259,0.857,871204,0,0,0.7057,Plus
LID00546,Maruti,Ciaz,2018,Kolkata,Petrol,Manual,Second,43318,0.631,338425,0,0,0.4413,Standard
LID00547,Ford,Endeavour,2022,Bengaluru,Petrol,Manual,First,28373,0.802,917293,0,0,0.6117,Plus
LID00548,Hyundai,Verna,2016,Delhi,Diesel,Manual,First,101447,0.452,297312,0,0,0.4283,Standard
LID00549,Hyundai,Tucson,2013,Delhi,Hybrid,Manual,Second,30198,0.37,224224,0,0,0.3216,Standard
LID00550,Hyundai,Venue,2017,Pune,Diesel,Manual,First,52667,0.583,300738,0,0,0.4581,Standard
LID00551,Maruti,Ciaz,2020,Pune,Petrol,Manual,First,41395,0.762,420159,1,0,0.6384,Standard
LID00552,Maruti,WagonR,2020,Hyderabad,Electric,Automatic,Second,109405,0.56,537262,0,0,0.5767,Standard
LID00553,Tata,Harrier,2020,Chennai,Diesel,Manual,First,30961,0.776,444383,1,1,0.9022,Plus
LID00554,Mahindra,Thar,2021,Chennai,Diesel,Manual,Second,29356,0.659,1593981,0,0,0.627,Plus
LID00555,Ford,Aspire,2018,Mumbai,Diesel,Automatic,Second,43577,0.559,292411,0,0,0.5126,Standard
LID00556,Hyundai,i20,2018,Bengaluru,Hybrid,Automatic,Second,27356,0.674,342538,0,1,0.7209,Plus
LID00557,Honda,CR-V,2011,Hyderabad,Petrol,Manual,First,62160,0.369,110060,0,0,0.325,Standard
LID00558,Volkswagen,Tiguan,2021,Kolkata,Petrol,Automatic,Second,73666,0.652,1042404,1,0,0.7066,Standard
LID00559,Hyundai,Creta,2014,Hyderabad,Petrol,Manual,Second,18249,0.514,132443,1,0,0.5036,Standard
LID00560,Ford,Aspire,2020,Chennai,Diesel,Automatic,Second,35069,0.681,695484,0,1,0.7815,Plus
LID00561,Volkswagen,Tiguan,2017,Ahmedabad,Petrol,Automatic,Second,30319,0.516,828688,0,0,0.5114,Standard
LID00562,Volkswagen,Vento,2018,Mumbai,Diesel,Automatic,Second,94564,0.532,1024060,1,1,0.7164,Standard
LID00563,Tata,Safari,2012,Delhi,CNG,Automatic,Second,35934,0.353,100000,0,0,0.3329,Standard
LID00564,Maruti,Swift,2022,Delhi,Diesel,Automatic,Second,47220,0.737,515343,0,1,0.8401,Standard
LID00565,BMW,X1,2020,Chennai,Petrol,Manual,Second,35112,0.669,2718647,0,0,0.556,Plus
LID00566,Tata,Safari,2020,Delhi,Diesel,Manual,First,39497,0.787,527051,1,0,0.7872,Plus
LID00567,Maruti,Ciaz,2017,Hyderabad,Diesel,Manual,First,39003,0.669,241316,0,1,0.8702,Standard
LID00568,Maruti,WagonR,2023,Hyderabad,Petrol,Automatic,First,15795,0.899,669628,0,0,0.7193,Plus
LID00569,Volkswagen,Tiguan,2011,Delhi,Diesel,Automatic,First,19071,0.381,360151,0,0,0.3507,Standard
LID00570,Hyundai,Creta,2017,Pune,Diesel,Automatic,First,172115,0.344,301962,0,0,0.5005,Standard
LID00571,Honda,City,2010,Delhi,Petrol,Automatic,Second,59761,0.24,113817,0,0,0.3045,Standard
LID00572,Maruti,Swift,2022,Bengaluru,Petrol,Manual,First,31135,0.875,538081,0,1,0.8487,Plus
LID00573,Tata,Nexon,2016,Bengaluru,Petrol,Manual,First,31344,0.583,147242,1,1,0.7785,Standard
LID00574,Hyundai,Tucson,2023,Mumbai,Diesel,Automatic,First,24777,0.866,702735,0,0,0.7064,Premium
LID00575,Toyota,Glanza,2020,Mumbai,Petrol,Manual,First,38644,0.754,1193779,0,0,0.582,Premium
LID00576,Maruti,Swift,2018,Mumbai,Petrol,Automatic,Second,97167,0.611,294037,0,0,0.6131,Plus
LID00577,Hyundai,Creta,2015,Mumbai,Electric,Manual,First,143595,0.36,272831,0,0,0.501,Standard
LID00578,BMW,X3,2018,Bengaluru,Petrol,Automatic,First,62531,0.625,1673461,0,0,0.5025,Premium
LID00579,Maruti,Ciaz,2022,Bengaluru,Petrol,Automatic,First,62475,0.831,284641,0,1,0.8875,Plus
LID00580,Kia,Carnival,2019,Pune,Diesel,Automatic,First,57870,0.744,785568,0,0,0.5924,Plus
LID00581,Maruti,Swift,2018,Bengaluru,Petrol,Manual,First,26225,0.662,144141,0,0,0.5892,Plus
LID00582,Hyundai,Creta,2018,Mumbai,Diesel,Manual,First,169049,0.475,306308,0,1,0.7174,Standard
LID00583,Maruti,Ciaz,2012,Mumbai,Diesel,Manual,Second,34047,0.352,100000,0,1,0.5404,Standard
LID00584,Maruti,Ciaz,2018,Bengaluru,Petrol,Manual,First,75315,0.615,242836,0,1,0.7147,Standard
LID00585,Maruti,Vitara Brezza,2023,Kolkata,Hybrid,Manual,First,17263,0.873,482192,0,1,0.9709,Plus
LID00586,Maruti,Ciaz,2018,Delhi,Petrol,Automatic,First,80923,0.56,306188,0,1,0.7173,Standard
LID00587,Maruti,Swift,2018,Ahmedabad,CNG,Automatic,First,46047,0.636,187321,1,1,0.8353,Standard
LID00588,Maruti,Ciaz,2023,Bengaluru,Diesel,Automatic,Second,91433,0.724,419448,0,0,0.714,Plus
LID00589,Tata,Safari,2020,Mumbai,Petrol,Automatic,Second,63416,0.597,383385,1,0,0.6591,Standard
LID00590,Ford,Figo,2015,Pune,Petrol,Automatic,First,99117,0.428,334054,0,0,0.4413,Standard
LID00591,Mahindra,Scorpio,2019,Bengaluru,Petrol,Automatic,First,215028,0.516,524928,0,0,0.5348,Standard
LID00592,Kia,Carnival,2020,Kolkata,Petrol,Automatic,First,42421,0.769,603412,0,1,0.8119,Plus
LID00593,Tata,Tiago,2019,Mumbai,Petrol,Automatic,Second,47220,0.65,242127,0,0,0.6299,Standard
LID00594,Honda,Amaze,2013,Bengaluru,Diesel,Manual,Third,61688,0.216,261510,1,0,0.4226,Standard
LID00595,Maruti,WagonR,2019,Ahmedabad,Diesel,Automatic,First,94221,0.577,232169,0,0,0.599,Standard
LID00596,Honda,Jazz,2010,Hyderabad,Electric,Automatic,Second,36845,0.283,173325,0,0,0.2629,Standard
LID00597,Kia,Carens,2019,Ahmedabad,Petrol,Manual,First,48348,0.672,885906,1,1,0.8276,Plus
LID00598,Hyundai,Venue,2014,Bengaluru,Electric,Manual,Second,81962,0.44,145465,0,0,0.4207,Standard
LID00599,Toyota,Fortuner,2022,Jaipur,Diesel,Manual,First,18048,0.869,765523,0,1,0.9227,Plus
LID00600,Toyota,Innova Crysta,2016,Delhi,Diesel,Manual,Second,34424,0.484,656852,0,0,0.5711,Standard
LID00601,Honda,Amaze,2014,Kolkata,Diesel,Automatic,First,60415,0.434,370797,1,0,0.4996,Standard
LID00602,Honda,Amaze,2017,Delhi,Diesel,Manual,First,66028,0.692,510705,0,0,0.446,Plus
LID00603,Mahindra,Thar,2023,Mumbai,Hybrid,Manual,First,66204,0.784,1837418,1,1,0.9243,Premium
LID00604,Honda,WR-V,2021,Pune,Petrol,Manual,Second,43118,0.779,509459,0,0,0.6654,Plus
LID00605,Maruti,WagonR,2014,Delhi,Petrol,Manual,Second,61213,0.427,111113,0,0,0.4431,Standard
LID00606,Maruti,WagonR,2020,Bengaluru,Diesel,Automatic,Second,82759,0.546,303044,0,0,0.4897,Plus
LID00607,Mercedes,GLC,2015,Kolkata,Diesel,Automatic,First,25793,0.674,1560247,0,1,0.6714,Plus
LID00608,Hyundai,i20,2010,Pune,CNG,Manual,Second,138484,0.05,100000,0,1,0.467,Standard
LID00609,Honda,Jazz,2023,Chennai,Petrol,Automatic,First,36171,0.845,821825,0,0,0.7362,Plus
LID00610,Hyundai,Venue,2016,Hyderabad,Petrol,Manual,Second,49853,0.506,197657,1,0,0.5954,Standard
LID00611,Tata,Tiago,2016,Bengaluru,Diesel,Manual,Third,31586,0.435,221082,1,1,0.6918,Standard
LID00612,Hyundai,Verna,2013,Kolkata,Petrol,Manual,Second,17750,0.479,145145,0,1,0.6707,Standard
LID00613,Maruti,Ciaz,2020,Bengaluru,Electric,Manual,Second,59952,0.63,284604,0,0,0.5841,Standard
LID00614,Tata,Tiago,2015,Bengaluru,Diesel,Automatic,First,28985,0.639,269626,1,1,0.767,Standard
LID00615,Honda,CR-V,2023,Pune,Electric,Automatic,First,27342,1.0,754501,0,1,0.9628,Premium
LID00616,Ford,EcoSport,2022,Delhi,Diesel,Automatic,First,24512,0.85,1066110,0,1,0.8618,Premium
LID00617,Hyundai,Tucson,2022,Ahmedabad,CNG,Manual,Third,34251,0.769,676955,1,1,1.0,Plus
LID00618,Mercedes,GLE,2019,Pune,Petrol,Automatic,Second,139964,0.421,2205109,1,0,0.5521,Plus
LID00619,Tata,Tigor,2022,Kolkata,Diesel,Automatic,Second,61099,0.711,660206,1,1,0.9407,Plus
LID00620,Maruti,Ciaz,2022,Chennai,Diesel,Automatic,First,22200,0.867,359662,0,1,0.8642,Plus
LID00621,Toyota,Fortuner,2022,Delhi,Diesel,Manual,First,41073,0.791,1381714,1,1,0.8863,Premium
LID00622,Hyundai,Verna,2023,Hyderabad,Electric,Automatic,Second,65392,0.696,879577,0,0,0.6573,Plus
LID00623,Kia,Carnival,2022,Kolkata,Petrol,Manual,First,42668,0.806,1507836,0,1,0.806,Premium
LID00624,Hyundai,i20,2015,Chennai,Petrol,Automatic,First,30403,0.532,142314,0,0,0.4824,Standard
LID00625,Hyundai,Venue,2023,Bengaluru,Petrol,Automatic,First,41601,0.93,553601,0,1,0.9975,Premium
LID00626,Tata,Safari,2019,Pune,Petrol,Automatic,Second,56991,0.647,281329,0,0,0.6051,Standard
LID00627,Kia,Carens,2020,Mumbai,CNG,Automatic,First,25653,0.853,1093306,1,0,0.7131,Plus
LID00628,Toyota,Urban Cruiser,2023,Delhi,Hybrid,Automatic,First,57775,0.78,980511,0,1,0.9247,Premium
LID00629,Honda,City,2018,Pune,Petrol,Automatic,Second,82574,0.463,547705,0,1,0.7361,Standard
LID00630,Tata,Harrier,2018,Ahmedabad,Diesel,Automatic,Second,30517,0.619,413609,0,0,0.5777,Standard
LID00631,Tata,Tigor,2019,Mumbai,Diesel,Manual,First,53147,0.688,403818,0,1,0.7664,Standard
LID00632,Volkswagen,Polo,2019,Mumbai,Petrol,Manual,First,77730,0.613,1090857,1,0,0.6386,Plus
LID00633,Tata,Tigor,2020,Mumbai,Petrol,Automatic,First,34500,0.81,287605,1,0,0.72,Standard
LID00634,Tata,Harrier,2013,Bengaluru,Electric,Automatic,Second,49935,0.374,229176,1,0,0.4714,Standard
LID00635,Honda,Jazz,2021,Delhi,Diesel,Manual,Second,36993,0.788,998566,0,0,0.6111,Premium
LID00636,Hyundai,Creta,2018,Ahmedabad,Diesel,Automatic,First,57110,0.701,367644,1,1,0.8904,Standard
LID00637,Tata,Tiago,2018,Bengaluru,Petrol,Manual,First,109289,0.56,259604,0,0,0.5453,Standard
LID00638,Hyundai,Creta,2022,Ahmedabad,Diesel,Manual,Second,62252,0.726,383726,0,0,0.7107,Standard
LID00639,Mahindra,Scorpio,2013,Bengaluru,Petrol,Manual,Second,34468,0.436,279980,0,0,0.3951,Standard
LID00640,BMW,5 Series,2017,Ahmedabad,Diesel,Manual,Third,66450,0.404,1749528,0,0,0.3771,Standard
LID00641,BMW,X3,2015,Mumbai,Diesel,Manual,First,115425,0.388,1964638,1,1,0.761,Plus
LID00642,Mahindra,Bolero,2022,Pune,Petrol,Manual,Second,108255,0.58,705282,1,0,0.6758,Plus
LID00643,Maruti,Ciaz,2014,Bengaluru,Petrol,Automatic,Second,73727,0.363,103305,0,0,0.431,Standard
LID00644,Tata,Nexon,2020,Mumbai,Diesel,Manual,Second,69752,0.651,281989,0,1,0.8376,Standard
LID00645,Ford,Endeavour,2018,Hyderabad,Diesel,Automatic,Second,43517,0.549,457980,0,0,0.5732,Standard
LID00646,Honda,City,2013,Pune,Petrol,Manual,First,58547,0.463,300881,0,1,0.5947,Standard
LID00647,Maruti,Swift,2019,Bengaluru,Petrol,Manual,Second,33459,0.656,252586,0,0,0.6103,Plus
LID00648,BMW,X3,2013,Delhi,Diesel,Manual,First,41538,0.49,1075941,0,0,0.4165,Standard
LID00649,Toyota,Innova Crysta,2015,Chennai,Diesel,Automatic,Second,156164,0.303,341758,0,0,0.3322,Standard
LID00650,Toyota,Innova Crysta,2018,Delhi,Diesel,Manual,Second,23231,0.645,607233,0,0,0.5738,Plus
LID00651,Honda,Jazz,2011,Pune,Petrol,Manual,Second,69597,0.291,179299,0,0,0.3067,Standard
LID00652,Tata,Tigor,2021,Mumbai,Diesel,Automatic,Second,54334,0.711,559811,0,0,0.6539,Standard
LID00653,Hyundai,Creta,2022,Mumbai,Electric,Automatic,Second,32338,0.788,834821,1,1,0.9464,Premium
LID00654,Honda,City,2022,Hyderabad,Diesel,Manual,First,25858,0.908,620572,1,1,1.0,Premium
LID00655,Honda,CR-V,2010,Hyderabad,Petrol,Manual,Second,34081,0.353,211357,0,0,0.3083,Standard
LID00656,Toyota,Fortuner,2023,Delhi,Diesel,Manual,First,43475,0.843,1805311,0,0,0.7254,Premium
LID00657,Hyundai,Venue,2023,Mumbai,Petrol,Automatic,Second,37866,0.754,573604,1,0,0.7286,Premium
LID00658,Ford,Aspire,2019,Chennai,Petrol,Automatic,First,64115,0.647,635870,0,0,0.58,Plus
LID00659,Maruti,Ciaz,2010,Delhi,Petrol,Manual,Second,94648,0.061,100000,1,0,0.3404,Standard
LID00660,Maruti,Ciaz,2023,Bengaluru,Petrol,Manual,First,49113,0.923,695841,1,0,0.8098,Plus
LID00661,Toyota,Fortuner,2022,Hyderabad,Petrol,Manual,First,51518,0.781,753484,1,1,1.0,Premium
LID00662,Maruti,Baleno,2014,Pune,Diesel,Automatic,First,56620,0.549,213782,0,0,0.3752,Standard
LID00663,Hyundai,Venue,2017,Kolkata,Diesel,Manual,First,47528,0.65,237871,1,0,0.6692,Standard
LID00664,Honda,Amaze,2020,Chennai,Petrol,Manual,Second,91151,0.543,437238,0,0,0.5765,Standard
LID00665,Kia,Sonet,2017,Mumbai,Electric,Manual,First,63795,0.48,782976,1,0,0.5974,Standard
LID00666,Maruti,Ciaz,2016,Chennai,CNG,Automatic,Second,53473,0.507,150494,0,0,0.4591,Standard
LID00667,Maruti,Swift,2019,Hyderabad,Diesel,Automatic,First,32818,0.723,424337,0,1,0.7592,Standard
LID00668,Mahindra,Thar,2011,Delhi,Electric,Automatic,Second,59135,0.371,287316,0,0,0.3628,Standard
LID00669,Maruti,Ciaz,2016,Hyderabad,Petrol,Manual,Second,76091,0.384,235607,0,1,0.6553,Standard
LID00670,Ford,Endeavour,2023,Pune,Petrol,Manual,Second,127898,0.661,640566,0,0,0.7103,Standard
LID00671,Honda,Amaze,2018,Pune,Diesel,Manual,First,53808,0.672,513684,0,0,0.5038,Plus
LID00672,Tata,Nexon,2019,Mumbai,Petrol,Automatic,First,31907,0.736,353454,1,1,0.9273,Standard
LID00673,Mahindra,XUV300,2019,Delhi,Diesel,Manual,Third,59040,0.528,578316,0,0,0.5725,Plus
LID00674,Hyundai,Tucson,2019,Chennai,Petrol,Automatic,Second,79764,0.629,516940,1,0,0.5785,Plus
LID00675,Honda,WR-V,2022,Chennai,Petrol,Automatic,Second,138573,0.457,928493,0,0,0.5853,Standard
LID00676,Tata,Tiago,2016,Jaipur,Petrol,Manual,Second,30575,0.572,328485,0,1,0.6708,Standard
LID00677,Hyundai,Verna,2020,Kolkata,Petrol,Automatic,First,33120,0.816,534304,0,0,0.5885,Plus
LID00678,Hyundai,Tucson,2017,Chennai,Petrol,Manual,First,47930,0.699,198543,1,0,0.5787,Standard
LID00679,Toyota,Innova Crysta,2019,Chennai,Petrol,Manual,First,27006,0.753,790301,1,1,0.9286,Premium
LID00680,Toyota,Urban Cruiser,2014,Mumbai,Petrol,Automatic,First,25231,0.648,301782,0,1,0.664,Plus
LID00681,Maruti,Ciaz,2012,Hyderabad,Petrol,Manual,Second,28090,0.422,100000,0,1,0.5365,Standard
LID00682,Maruti,Baleno,2018,Mumbai,Petrol,Automatic,Second,78812,0.545,215753,0,1,0.7494,Plus
LID00683,Honda,City,2019,Kolkata,Diesel,Automatic,Third,103882,0.449,756292,0,0,0.506,Standard
LID00684,Maruti,Ciaz,2017,Jaipur,Electric,Manual,Second,62261,0.511,304300,0,0,0.5185,Standard
LID00685,Honda,CR-V,2016,Kolkata,Petrol,Automatic,First,54304,0.553,489627,0,0,0.4881,Standard
LID00686,Toyota,Glanza,2023,Ahmedabad,Diesel,Manual,First,54972,0.852,1974359,0,1,0.8948,Premium
LID00687,Maruti,Swift,2022,Mumbai,Electric,Manual,First,60600,0.785,543129,1,1,0.9602,Plus
LID00688,Maruti,Swift,2015,Bengaluru,Electric,Automatic,Second,135325,0.303,107675,0,1,0.6024,Standard
LID00689,Tata,Nexon,2011,Bengaluru,Diesel,Automatic,First,37989,0.457,121839,1,0,0.4437,Standard
LID00690,Maruti,WagonR,2012,Hyderabad,Petrol,Manual,First,79129,0.303,134046,0,1,0.5972,Standard
LID00691,Hyundai,Verna,2023,Pune,Petrol,Automatic,Second,47880,0.697,666482,0,0,0.6631,Plus
LID00692,Mahindra,Bolero,2016,Bengaluru,Petrol,Manual,First,15893,0.641,724582,0,0,0.447,Standard
LID00693,Ford,Figo,2022,Hyderabad,Diesel,Manual,First,135163,0.723,641034,0,0,0.6147,Standard
LID00694,Mahindra,Scorpio,2020,Hyderabad,Petrol,Manual,Second,102302,0.516,495915,0,1,0.7065,Standard
LID00695,Toyota,Glanza,2022,Delhi,Petrol,Manual,Second,30562,0.709,836746,0,0,0.6558,Premium
LID00696,Hyundai,Tucson,2020,Delhi,Petrol,Manual,Second,30298,0.577,446015,0,0,0.5202,Plus
LID00697,Mahindra,XUV300,2017,Hyderabad,Diesel,Manual,Second,63665,0.544,934803,0,0,0.5048,Standard
LID00698,Tata,Safari,2019,Hyderabad,CNG,Manual,First,98312,0.578,380233,0,1,0.7326,Standard
LID00699,Kia,Seltos,2014,Pune,Petrol,Automatic,First,55177,0.451,450867,0,0,0.4357,Standard
LID00700,Maruti,WagonR,2018,Pune,CNG,Automatic,Second,34730,0.627,151455,0,0,0.5661,Standard
LID00701,Maruti,WagonR,2020,Jaipur,Petrol,Manual,First,145011,0.575,251835,1,0,0.6583,Standard
LID00702,BMW,X3,2022,Bengaluru,Petrol,Manual,Second,30400,0.788,4217978,0,0,0.5507,Premium
LID00703,Toyota,Urban Cruiser,2018,Hyderabad,Diesel,Automatic,Second,84040,0.464,549751,0,0,0.5269,Standard
LID00704,BMW,5 Series,2018,Chennai,Petrol,Manual,Second,63649,0.636,2137281,1,1,0.7836,Premium
LID00705,Mahindra,Thar,2022,Mumbai,CNG,Manual,Second,106686,0.603,874878,1,1,0.9393,Plus
LID00706,Honda,City,2019,Delhi,Diesel,Automatic,First,174320,0.519,413963,1,1,0.7991,Plus
LID00707,Hyundai,Verna,2017,Delhi,Petrol,Automatic,First,70678,0.475,372049,1,0,0.5206,Standard
LID00708,Mahindra,Scorpio,2020,Ahmedabad,Diesel,Automatic,Second,23620,0.781,1322696,0,1,0.8138,Plus
LID00709,Honda,Jazz,2015,Jaipur,Petrol,Automatic,First,32465,0.517,398305,0,1,0.6844,Standard
LID00710,BMW,X5,2014,Bengaluru,Petrol,Manual,Second,26713,0.507,914464,0,1,0.6453,Plus
LID00711,Tata,Safari,2023,Ahmedabad,CNG,Automatic,Second,43997,0.861,427290,1,0,0.7869,Standard
LID00712,Ford,Figo,2014,Chennai,Hybrid,Automatic,Second,44929,0.479,198345,0,1,0.5965,Standard
LID00713,Mahindra,XUV300,2020,Chennai,Electric,Automatic,First,44220,0.801,744911,1,0,0.6961,Plus
LID00714,Hyundai,Verna,2019,Chennai,Hybrid,Automatic,First,38084,0.703,557252,0,0,0.5757,Plus
LID00715,Hyundai,Venue,2023,Hyderabad,Petrol,Automatic,First,186172,0.742,766258,0,0,0.7073,Plus
LID00716,Maruti,Vitara Brezza,2011,Bengaluru,Electric,Manual,First,103747,0.294,110194,1,0,0.3976,Standard
LID00717,Kia,Carnival,2017,Mumbai,Diesel,Automatic,First,179487,0.477,752194,0,0,0.5206,Plus
LID00718,Mahindra,XUV700,2016,Pune,Electric,Manual,First,18412,0.598,541191,0,0,0.4925,Standard
LID00719,Hyundai,Tucson,2013,Delhi,CNG,Manual,First,43732,0.398,155949,1,0,0.5333,Standard
LID00720,Mercedes,GLE,2014,Hyderabad,CNG,Manual,First,92124,0.444,1735560,0,0,0.4217,Plus
LID00721,Tata,Tigor,2022,Mumbai,Electric,Automatic,Second,77014,0.727,632572,0,1,0.8581,Plus
LID00722,Hyundai,Creta,2012,Jaipur,Electric,Manual,First,81257,0.359,161268,0,0,0.3485,Standard
LID00723,Honda,City,2023,Hyderabad,Petrol,Automatic,First,22061,0.807,1130127,0,0,0.7367,Premium
LID00724,Hyundai,Creta,2021,Delhi,Petrol,Manual,First,21022,0.878,630697,0,1,0.8779,Premium
LID00725,Maruti,Baleno,2018,Delhi,Petrol,Manual,Second,29300,0.543,305027,0,0,0.4992,Plus
LID00726,Maruti,Vitara Brezza,2019,Mumbai,Diesel,Automatic,First,84565,0.61,425378,0,0,0.5123,Standard
LID00727,Tata,Harrier,2021,Delhi,CNG,Manual,First,33505,0.761,480927,0,0,0.7023,Plus
LID00728,Tata,Tigor,2022,Bengaluru,Diesel,Manual,First,44065,0.865,465787,0,0,0.7641,Plus
LID00729,Hyundai,Creta,2014,Hyderabad,Electric,Manual,Second,52272,0.398,208313,1,0,0.4526,Standard
LID00730,Mahindra,XUV300,2018,Pune,Petrol,Manual,Third,60179,0.457,851762,0,0,0.4641,Plus
LID00731,Ford,Figo,2018,Pune,Petrol,Automatic,Second,44106,0.602,415569,0,0,0.6071,Standard
LID00732,Hyundai,Creta,2016,Bengaluru,CNG,Manual,Second,44684,0.468,266697,0,0,0.4626,Standard
LID00733,Tata,Safari,2018,Mumbai,Petrol,Automatic,Second,87058,0.477,331501,0,1,0.6797,Standard
LID00734,Hyundai,Verna,2014,Bengaluru,Electric,Automatic,First,32842,0.572,263465,0,0,0.5103,Standard
LID00735,Honda,CR-V,2016,Bengaluru,CNG,Manual,Second,54221,0.374,280863,1,0,0.484,Standard
LID00736,Tata,Tiago,2020,Kolkata,Petrol,Manual,Second,21020,0.711,563073,0,0,0.6321,Standard
LID00737,Maruti,Baleno,2020,Chennai,Electric,Manual,Second,66640,0.658,339463,0,1,0.8046,Standard
LID00738,Tata,Nexon,2018,Bengaluru,Petrol,Manual,Second,36190,0.666,436217,1,0,0.6159,Standard
LID00739,Toyota,Urban Cruiser,2022,Mumbai,Petrol,Automatic,First,26080,0.755,1273305,0,0,0.6575,Premium
LID00740,Honda,WR-V,2017,Delhi,Petrol,Manual,Second,28182,0.661,553723,0,1,0.714,Plus
LID00741,Toyota,Innova Crysta,2019,Mumbai,Petrol,Manual,Third,76891,0.424,721872,1,1,0.8267,Plus
LID00742,Tata,Nexon,2020,Bengaluru,Petrol,Automatic,First,77258,0.618,518295,0,0,0.6137,Standard
LID00743,Hyundai,Creta,2022,Bengaluru,Electric,Manual,First,70296,0.702,599363,0,1,0.8752,Plus
